shipment number,tndr_carrier_cd,tndr_first_tender_fg,tndr_carrier_type_cd
71977712,YQCC,Y,P
71976147,SSAL,Y,P
71968315,TJIS,Y,P
71968353,TGIT,Y,P
71973522,URXX,N,P
71965567,OBEX,Y,P
71972452,LPUO,Y,P
71970594,LROI,Y,P
71971375,QXWP,N,P
71982657,QXWP,N,P
71976756,UVJX,Y,P
71977103,ITLI,Y,P
71967098,OBEX,Y,P
71970548,LROI,Y,P
71967194,GMDR,Y,N
71966851,ODSX,Y,P
71973763,UVJX,Y,P
71979968,FLSZ,Y,P
71979179,TJIS,Y,P
71966072,SSAL,Y,P
71978670,RLOS,Y,P
71968677,TUUU,Y,N
71982175,SGZW,Y,P
71975638,GSQV,Y,P
71976462,QXWP,N,P
71970318,UAFL,Y,P
71971600,TJIS,N,P
71971934,GMDR,N,P
71976952,GSQV,Y,P
71977882,UAFL,Y,P
71974019,TJIS,Y,P
71892951,TJIS,N,B
71972673,NEPH,Y,P
71968164,QXWP,N,P
71967860,HJIK,Y,P
71973841,LLZY,N,B
71952948,HJIK,N,N
71966485,ZJDO,Y,P
71979620,LROI,N,P
71980690,LROI,N,P
71983427,EZXA,Y,N
71966148,WREC,N,P
71980436,LROI,Y,P
71981839,KIPZ,Y,P
71980803,URXX,Y,N
71982151,LLZY,Y,P
71980354,TGIT,Y,P
71968363,RLOS,Y,P
71984149,VOMK,Y,P
71971099,GMDR,Y,P
71966022,TJIS,Y,P
71975042,BPNK,Y,P
71968472,CHRE,Y,P
71973643,KIPZ,Y,P
71965988,UAFL,Y,P
71980363,GMDR,Y,P
71967618,UAFL,Y,P
71973648,KIPZ,Y,P
71983486,LROI,Y,P
71966680,VOMK,Y,P
71971522,EZXA,Y,P
71975762,ODSX,Y,P
71971372,UAFL,Y,P
71969976,UAFL,Y,P
71981549,BPNK,Y,P
71983206,LROI,Y,P
71979790,JMAI,Y,P
71968706,ODSX,Y,P
71976071,WTJW,Y,P
71975816,UVJX,Y,P
71986160,ITLI,Y,P
71980883,YQCC,Y,P
71972235,LROI,Y,P
71970833,JMAI,N,P
71981393,LROI,Y,P
71979539,GMDR,Y,P
71974035,LROI,Y,P
71978256,ITLI,Y,P
71982379,GMDR,Y,P
71966570,QXWP,Y,P
71969267,ODSX,Y,P
71983226,LROI,Y,P
71972967,URXX,Y,P
71979815,VOMK,Y,P
71967382,NEPH,N,P
71974654,VQVH,Y,P
71974678,FUYI,Y,P
71968594,ODSX,Y,P
71969000,ODSX,Y,P
71982193,YQCC,Y,P
71983664,UAFL,Y,P
71964179,URXX,Y,P
71981963,TJIS,Y,P
71970891,HJIK,Y,P
71958503,NBNP,N,P
71978843,EPUG,Y,P
71971135,MMQA,Y,P
71976001,UVJX,Y,P
71984511,NEPH,Y,P
71976183,NUXY,Y,N
71980028,LROI,Y,P
71970073,TJIS,Y,P
71982619,EZXA,Y,P
71974130,URXX,N,P
71972941,GMDR,Y,P
71985635,GMDR,Y,P
71970270,QXWP,Y,P
71976916,JMAI,Y,P
71973570,TJIS,Y,P
71979326,GMDR,Y,P
71977336,LROI,Y,P
71975405,FCFB,Y,P
71972293,CHRE,Y,P
71972878,OBEX,Y,P
71978110,TJIS,Y,P
71976044,OUHI,Y,P
71970284,OBEX,Y,P
71968463,PVKT,Y,P
71970168,UVJX,Y,P
71983453,YQCC,N,P
71975746,VXJD,Y,P
71966324,GSQV,Y,P
71983354,LROI,Y,P
71968478,GSQV,Y,P
71972785,GSQV,Y,P
71972196,GSQV,Y,P
71975879,VTOK,Y,P
71974117,LLZY,Y,P
71983200,EZXA,Y,P
71973673,GMDR,N,P
71981883,UVJX,Y,P
71971661,OUHI,Y,P
71981894,NBNP,Y,P
71974926,OPVP,Y,P
71983102,EZXA,Y,N
71976327,VOMK,Y,P
71966021,TJIS,Y,P
71977711,GMDR,Y,P
71982954,EZXA,Y,N
71980005,NBNP,Y,N
71971994,UVJX,Y,P
71981941,UVJX,Y,P
71984157,HJIK,N,P
71980219,LROI,N,P
71972092,TJIS,Y,P
71975714,VQVH,N,P
71982008,GXAJ,Y,P
71972202,HJIK,Y,P
71968611,GMDR,Y,P
71976956,GXAJ,Y,N
71969984,UAFL,Y,P
71982942,FGKF,Y,P
71980423,UAFL,Y,P
71972770,FGKF,Y,P
71974950,LROI,Y,P
71968055,WREC,Y,P
71970252,UAFL,Y,P
71969973,UAFL,Y,P
71961938,NBNP,Y,P
71974190,YXXG,Y,P
71971275,QXWP,Y,P
71967727,RLOS,Y,P
71972981,FLSZ,Y,P
71984215,HJIK,Y,P
71980165,EZXA,Y,P
71975374,AENM,Y,P
71982789,AENM,Y,P
71982863,AENM,Y,P
71979850,BPNK,Y,P
71970473,HJIK,Y,P
71974723,QHLK,Y,P
71966311,HJIK,Y,P
71954191,LROI,N,N
71976804,BUXU,Y,N
71980166,LROI,Y,P
71978050,UAFL,Y,P
71984208,EZXA,Y,P
71981919,YQCC,Y,P
71980443,EZXA,Y,P
71977765,QEJA,N,B
71979700,FLSZ,Y,P
71977021,FLSZ,Y,P
71970018,FLSZ,Y,P
71983511,LPUO,Y,P
71965807,YQCC,Y,P
71978048,CHRE,Y,P
71980171,CHRE,Y,P
71984199,VXJD,Y,P
71977797,NBNP,Y,P
71973770,NBNP,Y,P
71984493,CHRE,Y,P
71984893,ZPEC,Y,N
71983738,URXX,Y,P
71983346,LROI,N,P
71980193,ZPEC,Y,P
71971909,TJIS,Y,P
71982016,GXAJ,Y,P
71984032,UAFL,Y,P
71975923,HJIK,Y,P
71973687,QHLK,N,B
71972052,GMDR,Y,P
71975673,TJIS,Y,P
71976021,HJIK,Y,P
71974227,BUXU,Y,N
71974029,BUXU,Y,N
71973837,QXWP,Y,P
71967090,QXWP,N,P
71979999,UAFL,Y,P
71974279,OBEX,Y,P
71973103,URXX,Y,P
71978593,CJPF,Y,P
71973162,EPUG,Y,P
71969990,UAFL,Y,P
71977823,QXWP,Y,P
71981065,TJIS,Y,P
71971731,LROI,Y,P
71968620,LROI,Y,P
71979827,LLZY,Y,P
71965475,OBEX,Y,P
71975261,FLSZ,Y,P
71975115,PVKT,Y,P
71971760,HJIK,Y,P
71975574,JMAI,Y,P
71967733,AENM,Y,P
71976352,YQCC,Y,N
71971807,YQCC,Y,P
71975318,FCFB,Y,P
71971770,MMQA,Y,N
71973644,KIPZ,Y,P
71984446,GMDR,Y,P
71984540,NEPH,Y,P
71971734,VOMK,Y,N
71968512,VOMK,Y,N
71967884,LRQU,Y,P
71982072,UAFL,Y,P
71973903,UAFL,Y,P
71982200,GMDR,Y,P
71982187,SGZW,Y,P
71971866,HJIK,Y,P
71971410,VOMK,Y,P
71978567,EZXA,Y,P
71977721,LRQU,N,B
71970896,HJIK,Y,P
71975351,TJIS,Y,P
71972323,LROI,Y,P
71973890,LROI,Y,P
71965051,GMDR,N,B
71967584,LROI,Y,P
71968324,RNZD,Y,P
71967368,SGZW,Y,P
71983832,URXX,Y,P
71977331,MXKK,Y,P
71973446,UAFL,Y,P
71982698,YFVO,Y,P
71981114,FUYI,Y,P
71977867,UAFL,Y,P
71973940,UAFL,Y,P
71975362,HJIK,Y,P
71979567,HJIK,N,P
71983313,GMDR,N,P
71968041,LPUO,Y,P
71972188,TJIS,Y,P
71933152,LROI,N,N
71986020,TJIS,Y,P
71975809,QXWP,Y,P
71967144,TJIS,Y,P
71978895,QXWP,N,P
71975990,WTJW,Y,P
71981412,WTJW,Y,P
71984403,LROI,Y,P
71983882,OBEX,Y,P
71971112,VOMK,Y,P
71980716,JIPH,Y,P
71966895,JMAI,Y,N
71984468,LROI,Y,P
71980305,TGIT,Y,P
71978452,DNNR,Y,P
71978962,YQCC,N,P
71966858,NZKX,Y,P
71976443,LROI,Y,P
71970087,RTQT,Y,P
71970622,ODSX,Y,P
71983611,LROI,Y,P
71966920,VXJD,Y,P
71968777,QNRK,Y,P
71978779,LROI,Y,P
71981088,RLOS,Y,P
71977737,UVJX,Y,P
71977300,NBNP,Y,P
71966891,GMDR,Y,P
71968913,ODSX,Y,P
71978346,LLZY,Y,P
71983920,NEPH,Y,N
71972004,GMDR,Y,N
71983742,VXJD,N,P
71979375,STVJ,N,P
71967112,LROI,Y,P
71968474,SGZW,Y,P
71978438,XKNP,Y,P
71976155,ODSX,Y,P
71984470,VOMK,Y,P
71984658,XKNP,Y,P
71971758,LROI,Y,P
71981888,FLSZ,Y,P
71971785,LROI,Y,P
71982440,UAFL,Y,P
71982121,NEPH,Y,P
71973130,LROI,Y,P
71974164,FLSZ,Y,P
71978261,VOMK,Y,N
71972920,PVKT,N,P
71983371,HJIK,Y,N
71982859,GMDR,Y,P
71974929,PVKT,Y,P
71981991,FLSZ,Y,P
71976723,YFVO,Y,P
71976603,FCFB,Y,P
71983399,KTSU,Y,P
71966203,KIPZ,Y,P
71985015,FCFB,Y,P
71980155,SGZW,N,P
71978502,KIPZ,Y,P
71968328,EZXA,Y,P
71975810,LROI,Y,P
71968091,LROI,Y,P
71981299,LROI,Y,P
71979818,BHHL,N,B
71975112,ITLI,Y,P
71977971,HJIK,Y,P
71984944,NBNP,Y,P
71973939,UAFL,Y,P
71975287,OBEX,Y,P
71970437,HJIK,Y,P
71986161,FLSZ,Y,P
71975743,ITLI,Y,P
71966647,LLZY,Y,P
71984182,LPUO,Y,P
71977741,FLSZ,Y,P
71970844,NBNP,Y,P
71977275,OPVP,Y,P
71974429,VXJD,Y,P
71978358,TJIS,Y,P
71972791,FLSZ,Y,P
71968026,VOMK,Y,N
71980589,WREC,N,B
71983452,GMDR,Y,P
71980312,HJIK,N,P
71979307,OPVP,Y,P
71979682,QXWP,N,P
71974530,HJIK,N,P
71984191,MSGB,Y,P
71963281,UVJX,N,N
71963186,UVJX,N,N
71984082,EZXA,Y,P
71982672,TJIS,Y,P
71975349,TJIS,Y,P
71982916,UVJX,Y,P
71973832,TJIS,Y,P
71984284,NBNP,Y,P
71966754,QXWP,Y,P
71966116,HJIK,Y,P
71981016,TJIS,Y,P
71983921,GMDR,Y,N
71977115,TJIS,Y,P
71974426,SGZW,N,P
71966222,UAFL,Y,P
71967249,TJIS,Y,P
71975191,LROI,Y,P
71976636,NEPH,N,P
71977763,VXJD,Y,P
71980117,NEPH,Y,P
71979830,OBEX,N,P
71969406,QXWP,Y,P
71973745,WYIS,N,B
71976114,UVJX,Y,P
71977854,UAFL,Y,P
71969592,FGKF,Y,P
71971465,FLSZ,Y,P
71970175,YFVO,Y,P
71967629,VOMK,Y,P
71982004,GXAJ,Y,P
71966928,BHHL,Y,N
71968240,NBNP,N,P
71975950,YFVO,Y,P
71980076,LROI,Y,P
71979763,YFVO,Y,P
71971867,EZXA,Y,P
71975241,HEPF,Y,P
71976268,TJIS,Y,P
71967301,TJIS,Y,P
71974023,AENM,Y,P
71972125,LROI,N,P
71973830,QXWP,Y,P
71981501,BPNK,Y,P
71972307,MMQA,Y,P
71976418,LROI,Y,P
71971043,LPUO,Y,P
71976127,FLSZ,Y,P
71966446,GMDR,N,P
71973561,TJIS,Y,P
71975239,GMDR,Y,P
71973810,LRQU,Y,P
71975326,HJIK,N,P
71967005,LLZY,N,P
71971119,HJIK,N,P
71970842,UAFL,Y,P
71981509,LROI,Y,P
71977257,TJIS,N,P
71973827,RLOS,N,P
71981864,ROLF,N,B
71973435,UAFL,Y,P
71970063,OBEX,Y,P
71979714,RLOS,Y,P
71975645,FLSZ,Y,P
71968818,NBNP,Y,P
71977130,TJIS,Y,P
71975545,VOMK,Y,P
71977171,TJIS,Y,P
71980463,TJIS,Y,P
71984630,UAFL,Y,P
71983139,TJIS,Y,P
71968255,EZXA,Y,P
71980382,TJIS,Y,P
71970856,FLSZ,Y,N
71967219,FLSZ,Y,P
71976277,TJIS,Y,P
71981424,LROI,Y,P
71965918,ZRUH,Y,P
71967004,BPNK,Y,P
71980347,LROI,Y,P
71974167,SSAL,Y,P
71952949,HJIK,N,N
71967664,LPUO,Y,P
71974169,SSAL,Y,P
71974656,FCFB,Y,P
71975309,FCFB,Y,P
71983143,EZXA,Y,P
71978215,FLSZ,Y,P
71975316,FCFB,Y,P
71975480,FCFB,Y,P
71980583,UQIN,Y,P
71979735,LROI,N,B
71976099,WTJW,Y,P
71971872,TJIS,Y,P
71976062,WTJW,Y,P
71970938,TJIS,Y,P
71968066,GMDR,Y,P
71984210,HJIK,N,P
71975572,NUXY,Y,N
71978024,ITLI,Y,P
71971929,HJIK,Y,P
71979395,VOMK,Y,P
71971001,YQCC,N,B
71975188,FUYI,Y,P
71979146,HJIK,Y,P
71978664,HJIK,Y,P
71976841,VXJD,Y,P
71973818,LROI,Y,P
71974613,DNNR,Y,N
71970009,ZRUH,Y,P
71969581,UVJX,Y,P
71976672,BUXU,Y,N
71973144,UAFL,Y,N
71980131,WREC,Y,P
71965743,YQCC,Y,P
71974284,FIKA,Y,P
71976255,TJIS,Y,P
71984438,OBEX,Y,N
71970313,CHRE,Y,P
71980314,TJIS,Y,P
71974945,QXWP,N,P
71972197,UAFL,Y,P
71970489,GSQV,Y,P
71979457,LYQQ,Y,P
71977779,FLSZ,Y,P
71978533,QXWP,N,P
71978607,QXWP,N,P
71972895,EPUG,Y,P
71967031,HJIK,Y,N
71973001,QXWP,Y,P
71976607,ODSX,Y,P
71976633,QNRK,Y,P
71980160,LROI,Y,P
71972702,LROI,Y,P
71984213,HJIK,N,P
71982129,HEPF,Y,P
71979465,LROI,Y,P
71966669,GSQV,Y,P
71966589,GSQV,Y,P
71982617,OBEX,Y,P
71967762,AENM,Y,N
71965415,KTSU,N,B
71968509,VOMK,Y,N
71973660,UVJX,Y,P
71974726,YQCC,Y,P
71974161,GMDR,N,P
71984324,CHRE,Y,P
71968370,TJIS,Y,P
71967002,NEPH,Y,N
71977883,UAFL,Y,P
71982586,TJIS,Y,P
71974798,ODSX,Y,P
71978319,TGIT,N,P
71981618,LROI,Y,P
71981945,LROI,Y,P
71954199,BPNK,N,N
71971343,TJIS,Y,P
71980984,LROI,Y,N
71966984,BUXU,Y,N
71971131,VOMK,Y,P
71981339,HJIK,N,B
71972212,LPUO,Y,P
71967323,GMDR,Y,P
71985623,FLSZ,N,P
71974315,KIPZ,Y,P
71982956,EZXA,Y,N
71982167,EOLP,Y,P
71974036,BUXU,Y,N
71972570,ODSX,Y,P
71977093,UVJX,Y,P
71980002,UAFL,Y,P
71982995,ODSX,Y,P
71982345,VXJD,Y,P
71966287,SGZW,Y,P
71985383,EOLP,Y,P
71979408,EPUG,Y,P
71967976,GMDR,Y,P
71983115,GMDR,Y,P
71983333,RTQT,Y,P
71976556,LROI,Y,P
71968300,LROI,Y,P
71973783,ITLI,Y,P
71976288,LROI,Y,P
71979669,ITLI,Y,P
71972236,HJIK,Y,P
71966288,HJIK,Y,P
71982801,UAFL,Y,P
71985586,TJIS,Y,P
71981726,TJIS,Y,P
71960110,BPNK,N,N
71979544,YQCC,Y,P
71977817,RLOS,Y,P
71970788,TJIS,Y,P
71971179,UAFL,Y,P
71970342,UAFL,Y,P
71976909,URXX,Y,N
71980752,FLSZ,Y,P
71984659,VOMK,Y,P
71969312,UVJX,Y,P
71981943,LROI,Y,P
71974115,FLSZ,Y,P
71979156,VOMK,Y,P
71967377,WMLJ,Y,N
71980733,ODSX,Y,P
71981263,LROI,Y,P
71978874,WREC,N,P
71969415,TJIS,Y,P
71984407,GMDR,N,P
71972708,UAFL,Y,N
71968691,ULQZ,Y,P
71973624,RTQT,Y,P
71967417,AENM,Y,N
71984933,WTJW,Y,P
71976309,EZXA,Y,P
71972762,FLSZ,Y,P
71985872,TJIS,Y,P
71976246,RTQT,Y,N
71979849,EZXA,Y,P
71981856,NBNP,Y,P
71970736,TJIS,Y,P
71973630,RTQT,Y,P
71984214,NBNP,Y,P
71971392,VXJD,Y,N
71971645,LPUO,Y,P
71966061,RTQT,Y,P
71968063,VXJD,Y,N
71971735,VOMK,Y,N
71970461,LROI,Y,P
71973003,GMDR,Y,P
71977505,LROI,Y,P
71981178,FUYI,Y,P
71979350,LROI,Y,N
71976755,LLZY,Y,P
71977962,GMDR,Y,P
71976028,QXWP,Y,P
71976200,VOMK,Y,N
71972259,UVJX,Y,N
71980154,SGZW,Y,P
71983223,AENM,Y,P
71983280,AENM,Y,P
71978116,RTQT,Y,P
71974305,LPUO,Y,P
71972747,GMDR,N,P
71974093,NBNP,Y,P
71980201,BUXU,Y,N
71980684,NBNP,Y,P
71984803,LROI,Y,P
71973778,SGZW,Y,P
71970031,SGZW,Y,P
71980689,VXJD,Y,P
71976428,HJIK,Y,P
71972700,HJIK,Y,P
71973761,QHLK,N,B
71980600,LROI,Y,P
71984902,BUXU,Y,N
71978149,RNZD,N,B
71977792,TJIS,Y,P
71981693,VXJD,Y,P
71969588,TJIS,Y,P
71966494,CHRE,Y,P
71983719,TJIS,Y,P
71984860,FLSZ,Y,N
71977361,LROI,Y,P
71979302,LPUO,Y,P
71967159,ZPEC,Y,N
71983644,LROI,Y,P
71980669,RLOS,Y,P
71976693,YXXG,Y,P
71984222,YXXG,Y,P
71970735,YFVO,Y,N
71985052,HJIK,Y,P
71978617,CHRE,Y,P
71980431,NBNP,N,P
71975308,VOMK,N,P
71967095,QXWP,Y,P
71981462,LROI,Y,P
71973795,UVJX,Y,P
71976759,TJIS,Y,P
71982992,SSAL,N,B
71972158,GMDR,Y,P
71978032,FLSZ,Y,P
71974084,QXWP,N,P
71970737,FUYI,Y,N
71974485,GMDR,N,P
71976797,FLSZ,Y,P
71984547,ODSX,Y,P
71976949,GMDR,Y,P
71984789,NBNP,Y,P
71977781,BHHL,Y,P
71983445,STVJ,Y,P
71968052,QXWP,N,P
71970102,RTQT,Y,P
71977334,RNZD,Y,P
71977720,FLSZ,Y,P
71978940,BUXU,Y,N
71975767,URXX,Y,N
71975706,HJIK,Y,P
71980157,NBNP,Y,P
71969624,LROI,Y,P
71966073,TJIS,Y,P
71982941,ITLI,N,P
71970179,UVJX,Y,P
71978677,TJIS,Y,P
71971913,LROI,Y,P
71979729,FLSZ,N,P
71971455,RTQT,Y,P
71968201,UVJX,Y,P
71975358,TJIS,Y,P
71981899,SSAL,Y,P
71967364,LROI,Y,N
71977591,QXWP,Y,P
71980159,LROI,Y,P
71974136,URXX,Y,P
71971695,HJIK,Y,P
71967944,OPVP,Y,P
71976075,WTJW,Y,P
71982328,UAFL,Y,P
71971905,TJIS,Y,P
71970926,ODSX,Y,P
71980046,TJIS,Y,P
71970417,GMDR,Y,P
71975640,JMAI,Y,P
71975026,LPUO,Y,P
71970973,YFVO,Y,P
71983073,GMDR,Y,P
71977588,RPWL,Y,P
71980812,LROI,Y,P
71976763,TJIS,Y,P
71973904,UAFL,Y,P
71979977,EZXA,Y,P
71983997,KIPZ,Y,P
71970191,BUXU,N,B
71976264,RPWL,Y,P
71980059,FLSZ,Y,P
71978669,VXJD,Y,P
71982623,NZKX,Y,P
71970317,CHRE,Y,P
71984909,LPUO,Y,P
71981717,TJIS,Y,P
71977783,FLSZ,Y,P
71977387,LROI,Y,P
71972065,GXAJ,Y,P
71975108,YQCC,Y,P
71985259,VXJD,Y,P
71975218,LLZY,Y,P
71981781,UAFL,Y,P
71986149,GMDR,Y,P
71973668,LRQU,Y,P
71977281,FLSZ,Y,P
71985827,GMDR,Y,P
71970628,FCFB,Y,P
71968033,VOMK,Y,P
71972045,HJIK,Y,P
71966227,UAFL,Y,P
71972668,CJPF,Y,P
71981041,TJIS,Y,P
71966033,HJIK,Y,P
71966031,HJIK,Y,P
71978114,NBNP,Y,P
71974352,UVJX,Y,P
71981005,YQCC,N,P
71971159,HJIK,Y,P
71983866,ZPEC,Y,P
71981091,LROI,Y,P
71976951,GXAJ,Y,N
71981038,TJIS,Y,P
71982832,OBEX,Y,P
71973131,LROI,Y,P
71970230,EZXA,Y,P
71976317,TJIS,Y,P
71967801,NBNP,N,P
71976504,LPUO,Y,P
71968510,VOMK,Y,N
71981880,FLSZ,Y,P
71969651,OBEX,Y,P
71967092,GXAJ,Y,P
71978864,FUYI,Y,P
71966154,TJIS,Y,P
71982595,TJIS,Y,P
71967217,SSAL,Y,P
71972201,TJIS,Y,P
71974066,GMDR,Y,P
71975571,GMDR,Y,P
71976808,NBNP,Y,P
71971633,NUXY,Y,N
71973667,NEPH,Y,P
71976476,LROI,Y,P
71966237,UAFL,Y,P
71980390,TJIS,Y,P
71970979,GMDR,Y,P
71977745,HJIK,Y,P
71976256,HJIK,Y,P
71973268,RTQT,Y,P
71976650,BUXU,Y,N
71978536,KTSU,Y,P
71969003,ODSX,Y,P
71967616,UAFL,Y,N
71985885,QXWP,Y,P
71969310,BHHL,Y,N
71972620,LROI,N,N
71965292,ZRUH,Y,P
71967183,ZPEC,Y,N
71967461,BJTI,Y,P
71966717,TJIS,N,P
71977825,RLOS,Y,P
71979642,NBNP,Y,P
71979896,RLOS,Y,P
71976747,TJIS,Y,P
71970190,GMDR,Y,P
71979938,LROI,Y,P
71970334,UAFL,Y,P
71975548,VOMK,Y,P
71982751,GMDR,Y,P
71963359,UVJX,N,N
71976786,ITLI,Y,P
71980920,MMQA,N,P
71967454,TJIS,Y,P
71965330,CHRE,Y,P
71967542,LPUO,Y,P
71975797,TJIS,Y,P
71967352,DNNR,N,P
71970618,NBNP,N,P
71982570,NBNP,N,P
71973726,NEPH,Y,P
71968293,ZPEC,Y,N
71976781,RLOS,Y,P
71971373,TGIT,Y,P
71977362,FLSZ,Y,P
71985377,RTQT,Y,P
71977869,UAFL,Y,P
71977773,NEPH,Y,P
71965987,UAFL,Y,P
71976509,RLOS,Y,P
71975942,WTJW,Y,P
71977370,WTJW,Y,P
71973969,RLOS,Y,P
71973942,UAFL,Y,P
71977420,WTJW,Y,P
71974596,FCFB,Y,P
71975311,FCFB,Y,P
71981151,LROI,Y,P
71979745,UAFL,Y,P
71980683,NBNP,Y,P
71970450,GMDR,Y,P
71968224,LROI,Y,P
71968413,DNNR,Y,P
71970658,LPUO,Y,P
71982988,DNNR,Y,P
71982790,URXX,Y,N
71980713,NBNP,Y,P
71975769,URXX,Y,N
71982153,FLSZ,Y,P
71982063,UAFL,Y,P
71984200,UVJX,Y,P
71977739,UVJX,Y,P
71981876,UVJX,Y,P
71980562,UVJX,Y,P
71972155,UVJX,Y,P
71981644,UVJX,Y,P
71972260,UVJX,Y,N
71972221,UVJX,Y,P
71933775,LPUO,N,P
71983243,STVJ,Y,P
71971763,HJIK,Y,P
71972409,DNNR,Y,P
71983375,HJIK,Y,N
71972661,EZXA,Y,P
71980007,BPNK,Y,P
71980247,LROI,Y,P
71984463,LROI,Y,P
71982688,AENM,Y,P
71967011,GMDR,Y,P
71983591,STVJ,N,P
71974800,TJIS,Y,P
71972849,TJIS,Y,P
71972645,TJIS,Y,P
71972768,TJIS,Y,P
71981127,TJIS,Y,P
71984077,TJIS,Y,P
71985356,TJIS,Y,P
71972885,GXAJ,Y,P
71970039,SSAL,Y,P
71970058,OBEX,Y,P
71982224,BPNK,Y,P
71984669,ODSX,Y,P
71979284,WREC,Y,N
71982750,ODSX,Y,P
71970265,TJIS,Y,P
71971032,CHRE,Y,P
71971132,VOMK,Y,P
71978956,VOMK,Y,P
71971771,MMQA,Y,N
71972839,FLSZ,Y,P
71975457,VOMK,Y,N
71976159,UVJX,Y,P
71971000,GMDR,Y,P
71977457,GXAJ,Y,P
71984074,OBEX,Y,P
71967332,OBEX,Y,N
71974203,XKNP,Y,P
71983033,HJIK,Y,P
71974845,HJIK,Y,P
71970211,URXX,Y,P
71976310,UAFL,Y,P
71966626,URXX,Y,P
71983858,GMDR,Y,P
71973970,ZPEC,Y,P
71986031,NEPH,Y,P
71983785,URXX,Y,P
71975707,BUXU,N,P
71966204,VXRJ,Y,P
71975193,TJIS,Y,P
71965521,OBEX,Y,P
71967229,TJIS,Y,P
71978589,TGIT,Y,P
71968147,TJIS,N,P
71983229,TJIS,Y,P
71966829,BHHL,N,B
71974542,VQVH,Y,P
71962894,NBNP,N,P
71979723,MMQA,Y,P
71970564,RLOS,Y,P
71967497,HJIK,N,P
71971635,NUXY,Y,N
71967398,AENM,Y,P
71979693,AENM,Y,P
71969391,RTQT,Y,N
71969997,UAFL,Y,P
71981171,TJIS,Y,P
71981130,TJIS,Y,P
71969501,TJIS,Y,P
71974258,UAFL,Y,P
71973445,UAFL,Y,P
71974172,NEPH,Y,P
71985322,UAFL,Y,P
71980833,UAFL,Y,N
71970048,RLOS,N,B
71977751,UVJX,Y,P
71984187,LROI,Y,P
71979526,FLSZ,Y,P
71973731,NBNP,Y,P
71976017,FLSZ,Y,P
71976302,FLSZ,Y,P
71977693,UAFL,Y,P
71971388,UAFL,Y,P
71970240,URXX,Y,P
71976694,LROI,Y,P
71971894,BPNK,Y,P
71983545,GSQV,Y,P
71983953,GSQV,Y,P
71971521,EZXA,Y,P
71982127,LLZY,Y,P
71984240,LROI,Y,P
71970086,RTQT,Y,P
71981231,FUYI,Y,P
71983652,TJIS,Y,P
71980332,TJIS,Y,P
71975717,NZKX,Y,P
71975949,TJIS,Y,P
71973594,TJIS,Y,P
71979994,TJIS,N,P
71979992,TJIS,Y,P
71982670,TJIS,Y,P
71978238,OBEX,Y,P
71972002,ODSX,Y,P
71982059,UAFL,Y,P
71976517,LROI,N,P
71984562,EZXA,Y,P
71967320,FWUK,N,B
71968978,GMDR,Y,P
71970202,GMDR,N,P
71970207,GMDR,Y,P
71981908,YQCC,Y,P
71967953,AENM,Y,P
71974139,SGZW,Y,P
71967728,NBNP,Y,P
71976103,HJIK,Y,P
71984901,BUXU,Y,N
71974168,ZKPQ,N,P
71974198,LROI,Y,P
71976834,BUXU,Y,N
71979634,ODSX,Y,P
71982009,GXAJ,Y,P
71982011,GXAJ,Y,P
71970299,OBEX,Y,P
71980978,TJIS,Y,P
71981013,TJIS,Y,P
71980989,EPUG,Y,P
71972956,ODSX,Y,P
71984221,LROI,Y,P
71981938,UVJX,Y,P
71974663,EZXA,Y,P
71983970,GSQV,Y,P
71975875,UAFL,Y,P
71973519,URXX,N,P
71967353,HJIK,Y,P
71976388,ODSX,Y,P
71968652,NEPH,Y,N
71976007,URXX,Y,P
71973134,UAFL,Y,P
71970757,FGKF,Y,P
71984079,HJIK,N,P
71984836,FGKF,Y,P
71978216,SSAL,Y,P
71974120,HJIK,Y,P
71965153,QHLK,N,B
71976600,URXX,N,P
71970419,VXJD,Y,P
71985366,UVJX,Y,P
71977295,HJIK,Y,P
71968526,CJPF,Y,P
71978204,TJIS,Y,P
71975922,FLSZ,Y,P
71978832,BHHL,Y,N
71984439,OBEX,Y,N
71980092,GXAJ,Y,N
71971161,NBNP,Y,P
71965989,UAFL,Y,P
71976655,NBNP,Y,P
71983822,YQCC,Y,P
71977237,FLSZ,Y,P
71979263,HJIK,Y,P
71984984,FCFB,Y,P
71980503,FCFB,Y,P
71980383,TJIS,Y,P
71976312,FLSZ,Y,P
71979531,HJIK,Y,P
71976324,TJIS,Y,P
71969418,TJIS,Y,P
71967994,UVJX,N,N
71982238,GMDR,N,B
71970121,GXAJ,Y,P
71984211,HJIK,Y,P
71975883,URXX,Y,P
71976328,TJIS,Y,P
71979272,PVKT,N,P
71977427,LROI,Y,P
71965741,UVJX,Y,P
71967967,UVJX,N,P
71976139,UVJX,Y,P
71984754,RNZD,Y,P
71974639,ODSX,Y,P
71976790,PVKT,N,P
71972253,UVJX,Y,N
71982887,LPUO,Y,P
71973194,LROI,Y,P
71978939,BUXU,Y,N
71983745,HJIK,Y,P
71980161,LROI,Y,P
71972704,LROI,Y,P
71971520,HEPF,Y,P
71973290,EZXA,Y,P
71966992,WREC,Y,N
71982656,FCFB,Y,P
71972692,DNNR,Y,P
71977727,YFVO,N,B
71968442,GMDR,Y,P
71968606,FLSZ,Y,P
71972946,UVJX,Y,P
