shipment number,acpt_carrier_cd,acpt_first_response_fg
71977817,RLOS,Y
71970788,TJIS,Y
71971179,UAFL,Y
71970342,UAFL,Y
71976909,URXX,Y
71980752,FLSZ,Y
71984659,VOMK,Y
71969312,UVJX,Y
71981943,LROI,Y
71974115,FLSZ,Y
71979156,VOMK,Y
71967377,WMLJ,Y
71980733,ODSX,Y
71981263,LROI,Y
71978874,WREC,Y
71969415,TJIS,Y
71984407,GMDR,Y
71972708,UAFL,Y
71968691,ULQZ,Y
71973624,RTQT,Y
71967417,AENM,Y
71984933,WTJW,Y
71976309,EZXA,Y
71972762,FLSZ,Y
71985872,TJIS,Y
71976246,RTQT,Y
71979849,EZXA,Y
71981856,NBNP,Y
71970736,TJIS,Y
71973630,RTQT,Y
71984214,NBNP,Y
71971392,VXJD,Y
71971645,LPUO,Y
71966061,RTQT,Y
71968063,VXJD,Y
71971735,VOMK,Y
71970461,LROI,Y
71973003,GMDR,Y
71977505,LROI,Y
71981178,FUYI,Y
71979350,LROI,Y
71976755,LLZY,Y
71977962,GMDR,Y
71976028,QXWP,Y
71976200,VOMK,Y
71972259,UVJX,Y
71980154,SGZW,Y
71983223,AENM,Y
71983280,AENM,Y
71978116,RTQT,Y
71974305,LPUO,Y
71972747,GMDR,Y
71974093,NBNP,Y
71980201,BUXU,Y
71980684,NBNP,Y
71984803,LROI,Y
71973778,SGZW,Y
71970031,SGZW,Y
71980689,VXJD,Y
71976428,HJIK,Y
71972700,HJIK,Y
71973761,ZPEC,Y
71980600,LROI,Y
71984902,BUXU,Y
71978149,LROI,Y
71977792,TJIS,Y
71981693,VXJD,Y
71969588,TJIS,Y
71966494,CHRE,Y
71983719,TJIS,Y
71984860,FLSZ,Y
71977361,LROI,Y
71979302,LPUO,Y
71967159,ZPEC,Y
71983644,LROI,Y
71980669,RLOS,Y
71976693,YXXG,Y
71984222,YXXG,Y
71970735,YFVO,Y
71985052,HJIK,Y
71978617,CHRE,Y
71980431,NBNP,Y
71975308,VOMK,Y
71967095,QXWP,Y
71981462,LROI,Y
71973795,UVJX,Y
71976759,TJIS,Y
71982992,BHHL,Y
71972158,GMDR,Y
71978032,FLSZ,Y
71974084,QXWP,Y
71970737,FUYI,Y
71974485,GMDR,Y
71976797,FLSZ,Y
71984547,ODSX,Y
71976949,GMDR,Y
71984789,NBNP,Y
71977781,BHHL,Y
71983445,STVJ,Y
71968052,QXWP,Y
71970102,RTQT,Y
71977334,RNZD,Y
71977720,FLSZ,Y
71978940,BUXU,Y
71975767,URXX,Y
71975706,HJIK,Y
71980157,NBNP,Y
71969624,LROI,Y
71966073,TJIS,Y
71982941,ITLI,Y
71970179,UVJX,Y
71978677,TJIS,Y
71971913,LROI,Y
71979729,FLSZ,Y
71971455,RTQT,Y
71968201,UVJX,Y
71975358,TJIS,Y
71981899,SSAL,Y
71967364,LROI,Y
71977591,QXWP,Y
71980159,LROI,Y
71974136,URXX,Y
71971695,HJIK,Y
71967944,OPVP,Y
71976075,WTJW,Y
71982328,UAFL,Y
71971905,TJIS,Y
71970926,ODSX,Y
71980046,TJIS,Y
71970417,GMDR,Y
71975640,JMAI,Y
71975026,LPUO,Y
71970973,YFVO,Y
71983073,GMDR,Y
71977588,RPWL,Y
71980812,LROI,Y
71976763,TJIS,Y
71973904,UAFL,Y
71979977,EZXA,Y
71983997,KIPZ,Y
71970191,BHHL,Y
71976264,RPWL,Y
71980059,FLSZ,Y
71978669,VXJD,Y
71982623,NZKX,Y
71970317,CHRE,Y
71984909,LPUO,Y
71981717,TJIS,Y
71977783,FLSZ,Y
71977387,LROI,Y
71972065,GXAJ,Y
71975108,YQCC,Y
71985259,VXJD,Y
71975218,LLZY,Y
71981781,UAFL,Y
71986149,GMDR,Y
71973668,LRQU,Y
71977281,FLSZ,Y
71985827,GMDR,Y
71970628,FCFB,Y
71968033,VOMK,Y
71972045,HJIK,Y
71966227,UAFL,Y
71972668,CJPF,Y
71981041,TJIS,Y
71966033,HJIK,Y
71966031,HJIK,Y
71978114,NBNP,Y
71974352,UVJX,Y
71981005,YQCC,Y
71971159,HJIK,Y
71983866,ZPEC,Y
71981091,LROI,Y
71976951,GXAJ,Y
71981038,TJIS,Y
71982832,OBEX,Y
71973131,LROI,Y
71970230,EZXA,Y
71976317,TJIS,Y
71967801,NBNP,Y
71976504,LPUO,Y
71968510,VOMK,Y
71981880,FLSZ,Y
71969651,OBEX,Y
71967092,GXAJ,Y
71978864,FUYI,Y
71966154,TJIS,Y
71982595,TJIS,Y
71967217,SSAL,Y
71972201,TJIS,Y
71974066,GMDR,Y
71975571,GMDR,Y
71976808,NBNP,Y
71971633,NUXY,Y
71973667,NEPH,Y
71976476,LROI,Y
71966237,UAFL,Y
71980390,TJIS,Y
71970979,GMDR,Y
71977745,HJIK,Y
71976256,HJIK,Y
71973268,RTQT,Y
71976650,BUXU,Y
71978536,KTSU,Y
71969003,ODSX,Y
71967616,UAFL,Y
71985885,QXWP,Y
71969310,BHHL,Y
71972620,LROI,Y
71965292,ZRUH,Y
71967183,ZPEC,Y
71967461,BJTI,Y
71966717,TJIS,Y
71977825,RLOS,Y
71979642,NBNP,Y
71979896,RLOS,Y
71976747,TJIS,Y
71970190,GMDR,Y
71979938,LROI,Y
71970334,UAFL,Y
71975548,VOMK,Y
71982751,GMDR,Y
71963359,UVJX,Y
71976786,ITLI,Y
71980920,MMQA,Y
71967454,TJIS,Y
71965330,CHRE,Y
71967542,LPUO,Y
71975797,TJIS,Y
71967352,DNNR,Y
71970618,NBNP,Y
71982570,NBNP,Y
71973726,NEPH,Y
71968293,ZPEC,Y
71976781,RLOS,Y
71971373,TGIT,Y
71977362,FLSZ,Y
71985377,RTQT,Y
71977869,UAFL,Y
71977773,NEPH,Y
71965987,UAFL,Y
71976509,RLOS,Y
71975942,WTJW,Y
71977370,WTJW,Y
71973969,RLOS,Y
71973942,UAFL,Y
71977420,WTJW,Y
71974596,FCFB,Y
71975311,FCFB,Y
71981151,LROI,Y
71979745,UAFL,Y
71980683,NBNP,Y
71970450,GMDR,Y
71968224,LROI,Y
71968413,DNNR,Y
71970658,LPUO,Y
71982988,DNNR,Y
71982790,URXX,Y
71980713,NBNP,Y
71975769,URXX,Y
71982153,FLSZ,Y
71982063,UAFL,Y
71984200,UVJX,Y
71977739,UVJX,Y
71981876,UVJX,Y
71980562,UVJX,Y
71972155,UVJX,Y
71981644,UVJX,Y
71972260,UVJX,Y
71972221,UVJX,Y
71933775,LPUO,Y
71983243,STVJ,Y
71971763,HJIK,Y
71972409,DNNR,Y
71983375,HJIK,Y
71972661,EZXA,Y
71980007,BPNK,Y
71980247,LROI,Y
71984463,LROI,Y
71982688,AENM,Y
71967011,GMDR,Y
71983591,STVJ,Y
71974800,TJIS,Y
71972849,TJIS,Y
71972645,TJIS,Y
71972768,TJIS,Y
71981127,TJIS,Y
71984077,TJIS,Y
71985356,TJIS,Y
71972885,GXAJ,Y
71970039,SSAL,Y
71970058,OBEX,Y
71982224,BPNK,Y
71984669,ODSX,Y
71979284,WREC,Y
71982750,ODSX,Y
71970265,TJIS,Y
71971032,CHRE,Y
71971132,VOMK,Y
71978956,VOMK,Y
71971771,MMQA,Y
71972839,FLSZ,Y
71975457,VOMK,Y
71976159,UVJX,Y
71971000,GMDR,Y
71977457,GXAJ,Y
71984074,OBEX,Y
71967332,OBEX,Y
71974203,XKNP,Y
71983033,HJIK,Y
71974845,HJIK,Y
71970211,URXX,Y
71976310,UAFL,Y
71966626,URXX,Y
71983858,GMDR,Y
71973970,ZPEC,Y
71986031,NEPH,Y
71983785,URXX,Y
71975707,BUXU,Y
71966204,VXRJ,Y
71975193,TJIS,Y
71965521,OBEX,Y
71967229,TJIS,Y
71978589,TGIT,Y
71968147,TJIS,Y
71983229,TJIS,Y
71966829,BHHL,Y
71974542,VQVH,Y
71962894,NBNP,Y
71979723,MMQA,Y
71970564,RLOS,Y
71967497,HJIK,Y
71971635,NUXY,Y
71967398,AENM,Y
71979693,AENM,Y
71969391,RTQT,Y
71969997,UAFL,Y
71981171,TJIS,Y
71981130,TJIS,Y
71969501,TJIS,Y
71974258,UAFL,Y
71973445,UAFL,Y
71974172,NEPH,Y
71985322,UAFL,Y
71980833,UAFL,Y
71970048,ZPEC,Y
71977751,UVJX,Y
71984187,LROI,Y
71979526,FLSZ,Y
71973731,NBNP,Y
71976017,FLSZ,Y
71976302,FLSZ,Y
71977693,UAFL,Y
71971388,UAFL,Y
71970240,URXX,Y
71976694,LROI,Y
71971894,BPNK,Y
71983545,GSQV,Y
71983953,GSQV,Y
71971521,EZXA,Y
71982127,LLZY,Y
71984240,LROI,Y
71970086,RTQT,Y
71981231,FUYI,Y
71983652,TJIS,Y
71980332,TJIS,Y
71975717,NZKX,Y
71975949,TJIS,Y
71973594,TJIS,Y
71979994,TJIS,Y
71979992,TJIS,Y
71982670,TJIS,Y
71978238,OBEX,Y
71972002,ODSX,Y
71982059,UAFL,Y
71976517,LROI,Y
71984562,EZXA,Y
71967320,BHHL,Y
71968978,GMDR,Y
71970202,GMDR,Y
71970207,GMDR,Y
71981908,YQCC,Y
71967953,AENM,Y
71974139,SGZW,Y
71967728,NBNP,Y
71976103,HJIK,Y
71984901,BUXU,Y
71974168,ZKPQ,Y
71974198,LROI,Y
71976834,BUXU,Y
71979634,ODSX,Y
71982009,GXAJ,Y
71982011,GXAJ,Y
71970299,OBEX,Y
71980978,TJIS,Y
71981013,TJIS,Y
71980989,EPUG,Y
71972956,ODSX,Y
71984221,LROI,Y
71981938,UVJX,Y
71974663,EZXA,Y
71983970,GSQV,Y
71975875,UAFL,Y
71973519,URXX,Y
71967353,HJIK,Y
71976388,ODSX,Y
71968652,NEPH,Y
71976007,URXX,Y
71973134,UAFL,Y
71970757,FGKF,Y
71984079,HJIK,Y
71984836,FGKF,Y
71978216,SSAL,Y
71974120,HJIK,Y
71965153,RLOS,Y
71976600,URXX,Y
71970419,VXJD,Y
71985366,UVJX,Y
71977295,HJIK,Y
71968526,CJPF,Y
71978204,TJIS,Y
71975922,FLSZ,Y
71978832,BHHL,Y
71984439,OBEX,Y
71980092,GXAJ,Y
71971161,NBNP,Y
71965989,UAFL,Y
71976655,NBNP,Y
71983822,YQCC,Y
71977237,FLSZ,Y
71979263,HJIK,Y
71984984,FCFB,Y
71980503,FCFB,Y
71980383,TJIS,Y
71976312,FLSZ,Y
71979531,HJIK,Y
71976324,TJIS,Y
71969418,TJIS,Y
71967994,UVJX,Y
71982238,ZPEC,Y
71970121,GXAJ,Y
71984211,HJIK,Y
71975883,URXX,Y
71976328,TJIS,Y
71979272,PVKT,Y
71977427,LROI,Y
71965741,UVJX,Y
71967967,UVJX,Y
71976139,UVJX,Y
71984754,RNZD,Y
71974639,ODSX,Y
71976790,PVKT,Y
71972253,UVJX,Y
71982887,LPUO,Y
71973194,LROI,Y
71978939,BUXU,Y
71983745,HJIK,Y
71980161,LROI,Y
71972704,LROI,Y
71971520,HEPF,Y
71973290,EZXA,Y
71966992,WREC,Y
71982656,FCFB,Y
71972692,DNNR,Y
71977727,BUXU,Y
71968442,GMDR,Y
71968606,FLSZ,Y
71972946,UVJX,Y
71972945,UVJX,Y
71981500,TJIS,Y
71984657,XKNP,Y
71984526,LPUO,Y
71961984,UAFL,Y
71984577,EZXA,Y
71974184,YXXG,Y
71977752,VXJD,Y
71984612,UVJX,Y
71982174,FLSZ,Y
71980276,LROI,Y
71970708,LYQQ,Y
71979365,TJIS,Y
71968406,GXAJ,Y
71973011,ODSX,Y
71972199,TJIS,Y
71966118,BUXU,Y
71978662,TGIT,Y
71968226,HJIK,Y
71981081,TJIS,Y
71972495,RLOS,Y
71968037,VXRJ,Y
71968825,YXXG,Y
71968517,UVJX,Y
71983942,RNZD,Y
71983198,SGZW,Y
71982043,VXRJ,Y
71975388,BUXU,Y
71982234,RNZD,Y
71984216,HJIK,Y
71962001,RLOS,Y
71972965,URXX,Y
71973549,SSAL,Y
71983905,VOMK,Y
71978527,LPUO,Y
71981010,TJIS,Y
71983414,UAFL,Y
71977897,UAFL,Y
71976690,LROI,Y
71974833,FUYI,Y
71973084,EPUG,Y
71966254,URXX,Y
71975825,HJIK,Y
71983888,QXWP,Y
71977692,UAFL,Y
71977216,TJIS,Y
71984184,HEPF,Y
71971629,BHHL,Y
71970065,TJIS,Y
71972341,UAFL,Y
71967780,BHHL,Y
71978777,ZRUH,Y
71980179,UAFL,Y
71978811,GMDR,Y
71970106,RTQT,Y
71979483,SSAL,Y
71978053,UAFL,Y
71969248,OPVP,Y
71983166,HJIK,Y
71983791,STVJ,Y
71984600,UAFL,Y
71985314,RTQT,Y
71973628,RTQT,Y
71976478,LROI,Y
71969971,UAFL,Y
71969848,TGIT,Y
71974695,ODSX,Y
71973533,RTQT,Y
71983515,QXWP,Y
71977820,SSAL,Y
71969992,UAFL,Y
71984546,LROI,Y
71974910,RLOS,Y
71978249,CHRE,Y
71979511,ODSX,Y
71966201,KIPZ,Y
71982654,SGZW,Y
71966151,TJIS,Y
71971242,UAFL,Y
71970690,CHRE,Y
71970341,UAFL,Y
71973574,OBEX,Y
71983990,BPNK,Y
71981248,LROI,Y
71967376,WMLJ,Y
71973012,UAFL,Y
71982033,CHRE,Y
71980441,VXJD,Y
71971471,TJIS,Y
71972003,TJIS,Y
71982967,OBEX,Y
71985138,RLOS,Y
71983991,ODSX,Y
71981464,LROI,Y
71982321,UAFL,Y
71975063,UQIN,Y
71974040,VOMK,Y
71975291,OBEX,Y
71967491,XKNP,Y
71975123,SGZW,Y
71974307,CHRE,Y
71967071,NZKX,Y
71982500,NZKX,Y
71980557,ZJDO,Y
71970217,HJIK,Y
71970250,UAFL,Y
71981970,RLOS,Y
71979914,XKNP,Y
71976089,UAFL,Y
71983575,UAFL,Y
71972648,ODSX,Y
71977546,UAFL,Y
71974163,BUXU,Y
71980375,GMDR,Y
71971115,SSAL,Y
71980254,TJIS,Y
71973750,NEPH,Y
71978218,FLSZ,Y
71967840,ODSX,Y
71976954,TJIS,Y
71983535,GSQV,Y
71955189,NUXY,Y
71968533,ODSX,Y
71968987,YQCC,Y
71973186,URXX,Y
71980272,OBEX,Y
71976501,NBNP,Y
71975916,LROI,Y
71971301,SGZW,Y
71968267,UAFL,Y
71977702,UVJX,Y
71979630,OBEX,Y
71970974,GMDR,Y
71964245,QSJV,Y
71974697,LPUO,Y
71972184,ZRUH,Y
71975465,YFVO,Y
71976301,NBNP,Y
71969935,RTQT,Y
71976218,RTQT,Y
71982768,UAFL,Y
71972678,LPUO,Y
71968584,ODSX,Y
71983014,ZRUH,Y
71983567,LROI,Y
71971336,LROI,Y
71976180,NUXY,Y
71981746,UAFL,Y
71976212,UAFL,Y
71978861,TJIS,Y
71980023,QXWP,Y
71971049,HJIK,Y
71966959,HJIK,Y
71975150,UQIN,Y
71980825,KMYV,Y
71975116,LROI,Y
71968086,RTQT,Y
71967400,GMDR,Y
71984740,FLSZ,Y
71973618,ZJDO,Y
71976316,TJIS,Y
71981819,QXWP,Y
71984073,OBEX,Y
71984337,GMDR,Y
71971827,PVKT,Y
71973485,BHHL,Y
71970066,BHHL,Y
71983246,TGIT,Y
71978446,GMDR,Y
71982693,LROI,Y
71975728,JMAI,Y
71982199,FLSZ,Y
71984119,URXX,Y
71980563,UQIN,Y
71973971,RLOS,Y
71980448,UQIN,Y
71978599,ODSX,Y
71984632,LROI,Y
71973601,TJIS,Y
71971516,SGZW,Y
71981386,WTJW,Y
71976073,WTJW,Y
71971183,GMDR,Y
71975897,WTJW,Y
71976427,ODSX,Y
71981782,UAFL,Y
71981064,TJIS,Y
71969605,EPUG,Y
71976108,BPNK,Y
71984037,LROI,Y
71981471,LROI,Y
71981453,LROI,Y
71977676,LLZY,Y
71980735,NBNP,Y
71980662,NBNP,Y
71979742,JMAI,Y
71976333,ITLI,Y
71981148,TJIS,Y
71976250,TJIS,Y
71980666,URXX,Y
71977149,GMDR,Y
71973264,RTQT,Y
71968527,TJIS,Y
71969602,OBEX,Y
71982544,NBNP,Y
71967700,VXJD,Y
71976387,HJIK,Y
71975739,VXJD,Y
71980993,OBEX,Y
71984370,ITLI,Y
71976033,TJIS,Y
71967517,LROI,Y
71980896,TJIS,Y
71975907,GXAJ,Y
71976022,SGZW,Y
71984420,LROI,Y
71972288,LROI,Y
71974060,TGIT,Y
71978944,WREC,Y
71970125,GXAJ,Y
71980162,LROI,Y
71984626,LROI,Y
71967619,HJIK,Y
71978186,HJIK,Y
71983213,VXJD,Y
71974533,UAFL,Y
71970247,HJIK,Y
71975339,HJIK,Y
71978335,HJIK,Y
71978230,RTQT,Y
71971144,URXX,Y
71973965,BJTI,Y
71979645,NEPH,Y
71975434,NEPH,Y
71981855,UVJX,Y
71984030,LROI,Y
71977772,GMDR,Y
71977961,URXX,Y
71966391,FLSZ,Y
71984645,MSGB,Y
71971123,LPUO,Y
71980781,VXRJ,Y
71970739,FCFB,Y
71974345,MMQA,Y
71974612,FCFB,Y
71975366,FCFB,Y
71982607,FCFB,Y
71982651,FCFB,Y
71967298,ZPEC,Y
71970941,GMDR,Y
71968021,LROI,Y
71979573,KTSU,Y
71983454,YQCC,Y
71970286,TFTZ,Y
71982005,GXAJ,Y
71971324,YQCC,Y
71979022,TJIS,Y
71972055,GXAJ,Y
71975199,VXJD,Y
71967354,GMDR,Y
71976946,CHRE,Y
71983546,RNZD,Y
71974048,QGHE,Y
71973234,URXX,Y
71966710,VXJD,Y
71975557,NEPH,Y
71980087,TJIS,Y
71972930,LROI,Y
71981845,CHRE,Y
71984234,UAFL,Y
71982872,BHHL,Y
71976177,SSAL,Y
71982136,SGZW,Y
71975155,EZXA,Y
71980391,JIPH,Y
71975047,YFVO,Y
71981764,BHHL,Y
71972284,VOMK,Y
71985625,ITLI,Y
71977993,VOMK,Y
71968656,UVJX,Y
71974142,HJIK,Y
71973724,ZPEC,Y
71974564,UAFL,Y
71973228,WTJW,Y
71979196,LROI,Y
71982438,LROI,Y
71984913,AENM,Y
71972473,KIPZ,Y
71979618,QXWP,Y
71980811,NBNP,Y
71977784,HJIK,Y
71973765,UVJX,Y
71968313,SSAL,Y
71976097,TJIS,Y
71976121,RTQT,Y
71983647,URXX,Y
71974772,ZPEC,Y
71968000,UAFL,Y
71979732,VQVH,Y
71973556,TJIS,Y
71982132,HJIK,Y
71982055,UAFL,Y
71972356,GMDR,Y
71983907,YQCC,Y
71973705,GMDR,Y
71967097,TJIS,Y
71985099,LPUO,Y
71970987,FLSZ,Y
71977958,FLSZ,Y
71975589,BUXU,Y
71971384,EZXA,Y
71975985,ODSX,Y
71979654,FLSZ,Y
71966306,EZXA,Y
71982066,UAFL,Y
71982308,UAFL,Y
71983924,GSQV,Y
71982958,EZXA,Y
71965991,UAFL,Y
71983798,GSQV,Y
71955759,NUXY,Y
71967284,LLZY,Y
71967123,OBEX,Y
71975442,ZPEC,Y
71970472,HJIK,Y
71980950,KTSU,Y
71975694,ODSX,Y
71971586,RBTU,Y
71971451,HJIK,Y
71979906,ULQZ,Y
71973718,VXJD,Y
71966162,HJIK,Y
71975492,OBEX,Y
71970054,TJIS,Y
71967456,FLSZ,Y
71968294,ZRUH,Y
71984821,ODSX,Y
71977957,RLOS,Y
71983117,SSAL,Y
71977813,FLSZ,Y
71985343,FLSZ,Y
71978263,QNRK,Y
71981125,BHHL,Y
71972568,FLSZ,Y
71977686,TJIS,Y
71977279,LLZY,Y
71973963,HJIK,Y
71982732,OBEX,Y
71966504,VQVH,Y
71973023,NBNP,Y
71973754,HJIK,Y
71973934,OBEX,Y
71974280,YQCC,Y
71970256,UAFL,Y
71975203,EZXA,Y
71973752,YQCC,Y
71980073,UVJX,Y
71979720,WREC,Y
71984042,DNNR,Y
71983987,XKNP,Y
71975118,UAFL,Y
71974573,GMDR,Y
71970200,NEPH,Y
71976182,NUXY,Y
71977791,FLSZ,Y
71975732,GMDR,Y
71966976,ODSX,Y
71991949,UAFL,Y
71987238,NEPH,Y
71986770,RTQT,Y
71993898,TJIS,Y
71991728,EZXA,Y
71986730,QGHE,Y
71987693,LPUO,Y
71994245,TJIS,Y
71997909,LROI,Y
71990299,URXX,Y
71995965,QHLK,Y
71993057,KIPZ,Y
71986966,GMDR,Y
72004792,FCFB,Y
71998430,ODSX,Y
71999064,ZRUH,Y
72000796,TGIT,Y
71992036,TJIS,Y
71985244,UVJX,Y
72001183,YQCC,Y
71990641,BHHL,Y
71992145,TJIS,Y
72000375,UVJX,Y
71987497,VOMK,Y
71987470,OBEX,Y
72001389,ZPEC,Y
71987118,TJIS,Y
72003826,LROI,Y
72001652,URXX,Y
72005467,NUXY,Y
71988850,FLSZ,Y
72003421,UVJX,Y
72002885,UVJX,Y
72004582,ZJDO,Y
71986866,HJIK,Y
71988742,YXXG,Y
72003501,RLOS,Y
71999517,UVJX,Y
72000786,LPUO,Y
72006034,NBNP,Y
71994303,RPWL,Y
71997807,UVJX,Y
71989076,TJIS,Y
72002815,TFTZ,Y
71999113,TFTZ,Y
71989901,NBNP,Y
71987413,TJIS,Y
72000436,HJIK,Y
71999544,LROI,Y
71997026,WREC,Y
71996409,SGZW,Y
71996744,LROI,Y
71996842,BPNK,Y
71990943,LROI,Y
71995384,GMDR,Y
71996855,BPNK,Y
72000549,URXX,Y
71997805,BHHL,Y
71991015,RLOS,Y
71987499,YQCC,Y
71997989,HJIK,Y
71998254,FLSZ,Y
72007779,FLSZ,Y
71986993,LROI,Y
71986889,HJIK,Y
71991018,RLOS,Y
71999722,RNZD,Y
71999826,GMDR,Y
72000332,VOMK,Y
71992913,VXJD,Y
71995320,FLSZ,Y
71996831,UAFL,Y
71990159,NEPH,Y
71991662,NEPH,Y
72007557,HJIK,Y
71998351,UVJX,Y
71984733,WCLE,Y
72006215,URXX,Y
72001543,RLOS,Y
71999593,LLZY,Y
71996676,URXX,Y
72002407,QNRK,Y
71992070,FWUK,Y
71997974,UAFL,Y
72007952,NEPH,Y
72002707,TJIS,Y
72003292,UAFL,Y
71996338,GSQV,Y
71988948,GXAJ,Y
71994645,TJIS,Y
72007308,GXAJ,Y
71994839,TJIS,Y
71989598,OCZI,Y
71994826,TJIS,Y
71990506,GXAJ,Y
71987570,TJIS,Y
72000692,TJIS,Y
72003555,CHRE,Y
71996346,LYQQ,Y
71988320,BPNK,Y
71991596,LYQQ,Y
72006519,TCKD,Y
71988371,WREC,Y
72005378,URXX,Y
71987530,UAFL,Y
71996695,TJIS,Y
71994843,TJIS,Y
71996594,FLSZ,Y
71998294,KIPZ,Y
71992936,VXRJ,Y
72002710,BHHL,Y
71996920,QXWP,Y
71991555,VXRJ,Y
72006360,GXAJ,Y
71996919,LPUO,Y
71991730,VXRJ,Y
71999291,TJIS,Y
71991587,VOMK,Y
71990039,TJIS,Y
72003468,RTQT,Y
72001769,NUXY,Y
71988554,AENM,Y
71987685,NBNP,Y
71999731,YXXG,Y
72004320,HJIK,Y
71987349,TJIS,Y
71991088,YFVO,Y
71995892,YFVO,Y
72001437,BHHL,Y
71994009,TJIS,Y
71999405,FLSZ,Y
71988024,UAFL,Y
72003262,TJIS,Y
71989334,TJIS,Y
71987458,CJPF,Y
71996806,NUXY,Y
71991450,HJIK,Y
71987532,UAFL,Y
71986788,FLSZ,Y
71986653,AENM,Y
71994204,FLSZ,Y
71996962,TJIS,Y
71993886,BHHL,Y
71996732,AENM,Y
71993890,BHHL,Y
71993994,DQIC,Y
71994157,AENM,Y
72004705,NZKX,Y
72005514,LROI,Y
71995249,GMDR,Y
71997115,BHHL,Y
72007386,OPVP,Y
71993694,LROI,Y
71997381,NEPH,Y
71998413,LROI,Y
72005852,HJIK,Y
71993370,LROI,Y
71997120,ODSX,Y
71993381,LROI,Y
71993311,HJIK,Y
72007231,NEPH,Y
71986305,HJIK,Y
72005444,TJIS,Y
72003494,URXX,Y
71996224,HJIK,Y
71996145,HJIK,Y
71993310,HJIK,Y
71995285,HJIK,Y
71998627,WTJW,Y
71993659,ODSX,Y
71995647,JMAI,Y
71994574,YFVO,Y
72006352,NUXY,Y
71991044,VOMK,Y
71988001,UVJX,Y
71994431,WTJW,Y
72002928,JIPH,Y
71993747,LROI,Y
72002832,SGZW,Y
72007214,HJIK,Y
71991131,HJIK,Y
71989645,ITLI,Y
71998036,FLSZ,Y
72002674,GMDR,Y
71994529,WTJW,Y
71998140,WTJW,Y
71999223,URXX,Y
72007850,UAFL,Y
71993861,EZXA,Y
71988096,FLSZ,Y
72005758,XIVB,Y
72000724,ZRUH,Y
71987464,TJIS,Y
71995136,LROI,Y
71991441,GMDR,Y
72000103,FLSZ,Y
72007448,LROI,Y
71997192,TJIS,Y
72003450,FLSZ,Y
71987439,URXX,Y
71996291,SGZW,Y
71996708,FLSZ,Y
71991316,ODSX,Y
71990597,UAFL,Y
71986026,OBEX,Y
71998750,LROI,Y
71997565,BUXU,Y
71996538,JMAI,Y
71997559,BUXU,Y
71996805,NUXY,Y
72000422,VOMK,Y
71996412,LPUO,Y
71995000,FLSZ,Y
71998161,LROI,Y
71996139,YQCC,Y
71993330,FLSZ,Y
71991489,AENM,Y
71987208,UVJX,Y
71988088,AENM,Y
72007593,GMDR,Y
72006758,LROI,Y
71990951,NEPH,Y
71998634,LROI,Y
71992972,LROI,Y
71994602,LROI,Y
72002005,LROI,Y
71983070,URXX,Y
72006512,LROI,Y
72004469,TJIS,Y
71996619,LROI,Y
71991920,DQIC,Y
72002700,OPVP,Y
72002180,LROI,Y
71996969,TGIT,Y
72000698,LROI,Y
72005715,LPUO,Y
71991784,BPNK,Y
71999830,FLSZ,Y
71997883,BUXU,Y
71993645,FLSZ,Y
71999677,URXX,Y
72002936,JIPH,Y
71999691,VOMK,Y
71990838,URXX,Y
72002580,BHHL,Y
71993973,TJIS,Y
71990538,GMDR,Y
72002739,LROI,Y
71991700,TCKD,Y
72007552,FLSZ,Y
72001014,UAFL,Y
72002794,TJIS,Y
72005643,HJIK,Y
71995145,RTQT,Y
71989434,TJIS,Y
72005898,UAFL,Y
72003419,BHHL,Y
71990867,RNZD,Y
71994913,UVJX,Y
72006151,LROI,Y
71997644,FLSZ,Y
71986989,RNZD,Y
71997369,LROI,Y
71996959,LPUO,Y
71994007,TJIS,Y
71997671,HJIK,Y
72003411,NBNP,Y
72005650,ITLI,Y
71986374,UAFL,Y
71991150,LPUO,Y
72000991,DNNR,Y
71998319,UVJX,Y
72006633,NBNP,Y
71992011,AENM,Y
72006756,LROI,Y
72000977,RLOS,Y
71994925,NEPH,Y
72002334,YQCC,Y
72007947,TJIS,Y
71989141,NBNP,Y
71999528,UVJX,Y
71995522,NEPH,Y
71999575,TJIS,Y
72005894,UAFL,Y
71987624,QXWP,Y
71998164,RNZD,Y
72007290,HJIK,Y
71988252,SGZW,Y
71998329,NUXY,Y
72004239,NBNP,Y
71999561,QXWP,Y
71986561,UAFL,Y
71994800,TJIS,Y
72006061,UAFL,Y
72006064,UAFL,Y
71987529,UAFL,Y
71991745,JMAI,Y
72001205,JMAI,Y
72005519,VXJD,Y
71989848,TGIT,Y
71994560,URXX,Y
71988388,UVJX,Y
72006433,UVJX,Y
72000464,LLZY,Y
71992704,AENM,Y
72004439,EPUG,Y
71999383,UAFL,Y
72001179,GMDR,Y
71993094,NEPH,Y
72006444,HJIK,Y
72003613,QHLK,Y
71990443,ZRUH,Y
71996970,TJIS,Y
71991843,TJIS,Y
71994834,TJIS,Y
72004385,QXWP,Y
71990220,BPNK,Y
71992840,CHRE,Y
71994105,WTJW,Y
72007869,UAFL,Y
71996236,PVKT,Y
71991767,LPUO,Y
72004461,TJIS,Y
71993429,EZXA,Y
71999492,GMDR,Y
71990655,UVJX,Y
72007595,EZXA,Y
72007705,NBNP,Y
71986359,UAFL,Y
72007474,BPNK,Y
